1.291056704426790380e-01|1.115847068234833844e-01|1.044693687715361058e-01|8.747349020195561986e-02|7.780253820094057415e-02|9.271846030060752752e-02|8.766488553917271831e-02|8.279058926541860153e-02|7.910244691770910996e-02|7.917836832792414514e-02|9.202004922010213750e-02|1.004777056330432849e-01|4.369716373081899280e-02|0.000000000000000000e+00|4.154457129472848009e-02|5.564144404280900458e-02|3.868205884497857849e-02|3.868205884497857849e-02|0.000000000000000000e+00|4.376548656398756426e-02|4.920086807582296079e-02|4.216388330841540355e-02|5.305195426694150895e-02|4.106694210512525783e-02|4.089746892284045615e-02|4.017279204760570294e-02|4.095852941414421938e-02|0.000000000000000000e+00|4.001804451742500823e-02|9.866918798985381545e-02|9.634911567718092151e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
1.115847068234833983e-01|1.465484826235928517e-01|1.372036357843541277e-01|1.148822954669311419e-01|1.021810626401395000e-01|8.013561429404082725e-02|7.576786145846245435e-02|7.155505718106140722e-02|6.836743357644867181e-02|6.843305167262851707e-02|7.953198476023917718e-02|8.684185045409964498e-02|5.738916399929572948e-02|0.000000000000000000e+00|5.456208164906720809e-02|7.307604623954735978e-02|5.080263406934112935e-02|5.080263406934112935e-02|0.000000000000000000e+00|5.747889500110078820e-02|6.461739037125818763e-02|5.537544791098656521e-02|6.967516982712822216e-02|5.393479288355731982e-02|5.371221724199991970e-02|5.276047125922776748e-02|5.379241033121039822e-02|0.000000000000000000e+00|5.255723538234723102e-02|1.295860355172971101e-01|1.265389954104742531e-01|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
1.044693687715360919e-01|1.372036357843541554e-01|2.082676957787629457e-01|1.260131281824692362e-01|1.120812853883061677e-01|7.502566686545139585e-02|7.093642923896571750e-02|6.699225968251992791e-02|6.400789887417072943e-02|6.406933275057763444e-02|7.446052852200554795e-02|8.130427150956694160e-02|6.294954370414432288e-02|0.000000000000000000e+00|5.984854812311254241e-02|8.015631254950689177e-02|5.572485136171151376e-02|5.572485136171151376e-02|0.000000000000000000e+00|6.304796865453761445e-02|7.087810582627042388e-02|6.074072064287245470e-02|7.642592856345339913e-02|5.916048196553496535e-02|5.891634118878716353e-02|5.787238147300362290e-02|5.900430410760726385e-02|0.000000000000000000e+00|5.764945427172745579e-02|1.801966925514563722e-01|1.689682912605337262e-01|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
8.747349020195559210e-02|1.148822954669311419e-01|1.260131281824692362e-01|1.526005200717166777e-01|1.357292108152066135e-01|6.281991566161690410e-02|5.939594659144749322e-02|5.609344480448717751e-02|5.359460271327926018e-02|5.364604205525231456e-02|6.234671836053749111e-02|6.807706872262622722e-02|7.623120897070209678e-02|0.000000000000000000e+00|7.247593723647201280e-02|9.706841785860458038e-02|6.748218555770527094e-02|6.748218555770527094e-02|0.000000000000000000e+00|7.635040050919247867e-02|8.583261098895372809e-02|7.355634840055258472e-02|9.255096364927273278e-02|7.164269664476120847e-02|7.134704483419364307e-02|7.008282103576682354e-02|7.145356696686812337e-02|0.000000000000000000e+00|6.981285863309068251e-02|1.350866031922917931e-01|1.387159931962209658e-01|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
7.780253820094057415e-02|1.021810626401394723e-01|1.120812853883061677e-01|1.357292108152066135e-01|1.491852937585423922e-01|5.587462986510107615e-02|5.282921023264263577e-02|4.989182862313520928e-02|4.766925516904684662e-02|4.771500744621849643e-02|5.545374862429525153e-02|6.055055911993059703e-02|8.378870867632631780e-02|0.000000000000000000e+00|7.966114237391100361e-02|1.066917014100139949e-01|7.417231423824663383e-02|7.417231423824663383e-02|0.000000000000000000e+00|8.391971676645237910e-02|9.434198583740037447e-02|8.084866461709870611e-02|1.017263904853266676e-01|7.874529499146981637e-02|7.842033250222482654e-02|7.703077459046751840e-02|7.853741515200510226e-02|0.000000000000000000e+00|7.673404833600019903e-02|1.201516091451054896e-01|1.233797386478252961e-01|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
9.271846030060751365e-02|8.013561429404082725e-02|7.502566686545142360e-02|6.281991566161691798e-02|5.587462986510107615e-02|1.269355479940501574e-01|1.181383673772175708e-01|1.096532718311106769e-01|9.755071810393009524e-02|1.016878314858005172e-01|1.013577921871975374e-01|9.501375497366718048e-02|3.138153209485797235e-02|0.000000000000000000e+00|2.983562744446805262e-02|3.995943015409361004e-02|2.777988701089840681e-02|2.777988701089840681e-02|0.000000000000000000e+00|3.143059878474883939e-02|3.533406950912353767e-02|3.028039223409992320e-02|3.809976354023100059e-02|2.949261351717273258e-02|2.937090474582431526e-02|2.885047118270631789e-02|2.941475591610578227e-02|0.000000000000000000e+00|2.873933777791875741e-02|7.086021208953963146e-02|6.919403017917491461e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
8.766488553917269055e-02|7.576786145846248210e-02|7.093642923896573138e-02|5.939594659144747935e-02|5.282921023264266353e-02|1.181383673772175569e-01|2.171959241274161734e-01|1.251393567563995890e-01|1.052154852875620689e-01|1.133550994119568167e-01|9.829599842398537013e-02|9.143074370301013110e-02|2.967109689074046847e-02|0.000000000000000000e+00|2.820945102441001218e-02|3.778146077180091073e-02|2.626575772727325273e-02|2.626575772727325273e-02|0.000000000000000000e+00|2.971748922446908192e-02|3.340820316803935763e-02|2.862997412464830457e-02|3.602315438581556867e-02|2.788513290504959774e-02|2.777005781132198953e-02|2.727799022743886484e-02|2.781151889481087158e-02|0.000000000000000000e+00|2.717291409504092592e-02|6.699801055766980984e-02|6.542264308515143012e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
8.279058926541861541e-02|7.155505718106143498e-02|6.699225968251991403e-02|5.609344480448718445e-02|4.989182862313519540e-02|1.096532718311106769e-01|1.251393567563995612e-01|1.400760638617167819e-01|1.126083404220061118e-01|1.246084642600129855e-01|9.534282356548359760e-02|8.797484182961551324e-02|2.802134036481530519e-02|0.000000000000000000e+00|2.664096415344400365e-02|3.568075611309597800e-02|2.480534305576640591e-02|2.480534305576640591e-02|0.000000000000000000e+00|2.806515321671337881e-02|3.155065804933811224e-02|2.703810555224149190e-02|3.402021414227657248e-02|2.633467859741822972e-02|2.622600184776087071e-02|2.576129394359220892e-02|2.626515763416856566e-02|0.000000000000000000e+00|2.566206019834229787e-02|6.327282285906429826e-02|6.178504812968205889e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
7.910244691770913772e-02|6.836743357644867181e-02|6.400789887417071555e-02|5.359460271327927405e-02|4.766925516904685356e-02|9.755071810393008136e-02|1.052154852875620827e-01|1.126083404220061118e-01|1.574681989039217189e-01|1.296778653239065160e-01|1.005571626212254793e-01|9.018637305212084954e-02|2.677305003428343336e-02|0.000000000000000000e+00|2.545416660857897223e-02|3.409125531612591103e-02|2.370031847525352550e-02|2.370031847525352550e-02|0.000000000000000000e+00|2.681491111804103905e-02|3.014514422122878401e-02|2.583361621385343518e-02|3.250468691183220488e-02|2.516152541406449852e-02|2.505768997941865486e-02|2.461368381098935978e-02|2.509510145991803581e-02|0.000000000000000000e+00|2.451887071525318817e-02|6.045415494624745839e-02|5.903265737507814442e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
7.917836832792415902e-02|6.843305167262853095e-02|6.406933275057760668e-02|5.364604205525231456e-02|4.771500744621849643e-02|1.016878314858005311e-01|1.133550994119568167e-01|1.246084642600129855e-01|1.296778653239065437e-01|1.483139234836398090e-01|9.535311257547250674e-02|8.683846589217031342e-02|2.679874642919363378e-02|0.000000000000000000e+00|2.547859715782332599e-02|3.412397562100209780e-02|2.372306570585510158e-02|2.372306570585510158e-02|0.000000000000000000e+00|2.684064769062760591e-02|3.017407710446552704e-02|2.585841095346433013e-02|3.253588445078460512e-02|2.518567509042766994e-02|2.508173999599964954e-02|2.463730767672718189e-02|2.511918738350910063e-02|0.000000000000000000e+00|2.454240358072217604e-02|6.051217798947457205e-02|5.908931608503330268e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
9.202004922010216525e-02|7.953198476023919106e-02|7.446052852200554795e-02|6.234671836053750499e-02|5.545374862429525153e-02|1.013577921871975374e-01|9.829599842398538401e-02|9.534282356548359760e-02|1.005571626212254793e-01|9.535311257547249286e-02|1.328705064461874752e-01|1.152112167629848749e-01|3.114514756401886783e-02|0.000000000000000000e+00|2.961088759510591140e-02|3.965843174773722724e-02|2.757063223206908387e-02|2.757063223206908387e-02|0.000000000000000000e+00|3.119384465415803859e-02|3.506791209468298337e-02|3.005230214945250194e-02|3.781277325873946826e-02|2.927045745454318407e-02|2.914966546669429948e-02|2.863315212147001659e-02|2.919318632364745897e-02|0.000000000000000000e+00|2.852285584017508202e-02|7.032645045102835224e-02|6.867281922263751559e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
1.004777056330433127e-01|8.684185045409964498e-02|8.130427150956695548e-02|6.807706872262624109e-02|6.055055911993059703e-02|9.501375497366716660e-02|9.143074370301014497e-02|8.797484182961551324e-02|9.018637305212083566e-02|8.683846589217029954e-02|1.152112167629848749e-01|1.391016751962420306e-01|3.400772978669037994e-02|0.000000000000000000e+00|3.233245442194605801e-02|4.330347858743362199e-02|3.010467711123071891e-02|3.010467711123071891e-02|0.000000000000000000e+00|3.406090267596463550e-02|3.829103959928403106e-02|3.281443983740361947e-02|4.128818374757677739e-02|3.196073500055931355e-02|3.182884089812428041e-02|3.126485428545849876e-02|3.187636180135025588e-02|0.000000000000000000e+00|3.114442056065291203e-02|7.679022611402368248e-02|7.498460795580640104e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
4.369716373081899280e-02|5.738916399929569478e-02|6.294954370414430900e-02|7.623120897070209678e-02|8.378870867632631780e-02|3.138153209485798623e-02|2.967109689074045806e-02|2.802134036481529478e-02|2.677305003428343683e-02|2.679874642919363031e-02|3.114514756401885742e-02|3.400772978669037300e-02|1.259159849829734334e-01|0.000000000000000000e+00|1.175298368269812321e-01|1.084203038672493513e-01|1.085563090325957214e-01|1.085563090325957214e-01|0.000000000000000000e+00|1.246628613040142025e-01|1.109864291164744388e-01|1.113666426849518054e-01|1.107783520391982662e-01|1.095360476608340933e-01|1.092532277947542707e-01|1.080438741138833592e-01|1.088837612565975443e-01|0.000000000000000000e+00|1.123055839639646170e-01|6.748217550146165533e-02|6.929522822038856888e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|1.064218088064240592e-01|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|1.006211360889410281e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|1.064218088064240592e-01|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
4.154457129472848703e-02|5.456208164906721503e-02|5.984854812311256322e-02|7.247593723647201280e-02|7.966114237391100361e-02|2.983562744446804915e-02|2.820945102441000524e-02|2.664096415344399671e-02|2.545416660857896876e-02|2.547859715782332252e-02|2.961088759510591140e-02|3.233245442194605801e-02|1.175298368269812044e-01|0.000000000000000000e+00|1.257923904367677648e-01|1.030793456425700416e-01|1.150687867906602518e-01|1.150687867906602518e-01|0.000000000000000000e+00|1.177136009605832256e-01|1.067388607565576686e-01|1.090768194133911323e-01|1.054593808946090311e-01|1.087445385263001441e-01|1.086932024116763207e-01|1.084736862933692730e-01|1.076045863433534588e-01|0.000000000000000000e+00|1.190429871069929868e-01|6.415789520148124092e-02|6.588163403282872033e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
5.564144404280900458e-02|7.307604623954733203e-02|8.015631254950690565e-02|9.706841785860458038e-02|1.066917014100140088e-01|3.995943015409361004e-02|3.778146077180091073e-02|3.568075611309597800e-02|3.409125531612591103e-02|3.412397562100210474e-02|3.965843174773723417e-02|4.330347858743362893e-02|1.084203038672493513e-01|0.000000000000000000e+00|1.030793456425700416e-01|1.380561518339266658e-01|9.597695173120546208e-02|9.597695173120546208e-02|0.000000000000000000e+00|1.085898247629037694e-01|1.220759566953521225e-01|1.046159670380958917e-01|1.316311749157411115e-01|1.018942641074925687e-01|1.014737715090745784e-01|9.967572146851538806e-02|1.016252732647084239e-01|0.000000000000000000e+00|9.929176578781603868e-02|8.592790404388152281e-02|8.823654064163133359e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
3.868205884497857849e-02|5.080263406934112241e-02|5.572485136171150683e-02|6.748218555770527094e-02|7.417231423824661996e-02|2.777988701089841028e-02|2.626575772727324926e-02|2.480534305576640591e-02|2.370031847525352550e-02|2.372306570585509811e-02|2.757063223206909081e-02|3.010467711123071891e-02|1.085563090325956520e-01|0.000000000000000000e+00|1.150687867906602657e-01|9.597695173120546208e-02|1.683932117976677523e-01|1.493932117976677354e-01|0.000000000000000000e+00|1.087260425795397861e-01|1.007077575460053054e-01|1.050290280626261369e-01|9.834288313392426650e-02|1.062474176808011622e-01|1.064356541744578694e-01|1.072405640262067694e-01|1.046220485987780502e-01|0.000000000000000000e+00|1.241528955498253373e-01|5.973727493653477327e-02|6.134224436646409928e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
3.868205884497857849e-02|5.080263406934112241e-02|5.572485136171150683e-02|6.748218555770527094e-02|7.417231423824661996e-02|2.777988701089841028e-02|2.626575772727324926e-02|2.480534305576640591e-02|2.370031847525352550e-02|2.372306570585509811e-02|2.757063223206909081e-02|3.010467711123071891e-02|1.085563090325956520e-01|0.000000000000000000e+00|1.150687867906602657e-01|9.597695173120546208e-02|1.493932117976677354e-01|1.493932117976677354e-01|0.000000000000000000e+00|1.087260425795397861e-01|1.007077575460053054e-01|1.050290280626261369e-01|9.834288313392426650e-02|1.062474176808011622e-01|1.064356541744578694e-01|1.072405640262067694e-01|1.046220485987780502e-01|0.000000000000000000e+00|1.241528955498253373e-01|5.973727493653477327e-02|6.134224436646409928e-02|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00|0.000000000000000000e+00
